Material;Descrição;Status;PP_TIPO_SACO_COLADO;PP_ALTURA_UTIL;PP_FACE;PP_PATCH;PP_FUNDO;PP_FUNDO_INF;PP_VALVULA;PP_PERFURADO_TUBEIRA;PP_PERFURADO_COLADEIRA;PP_FUROS_COLADEIRA;PP_DIAMETRO_FUROS_COLADEI;PP_NUMERO_FOLHAS;PP_PAPEL_EXTERNO;PP_GRAMATURA_EXTERNO;PP_PAPEL_2;PP_GRAMATURA_2;PP_PAPEL_3;PP_GRAMATURA_3;PP_PAPEL_4;PP_GRAMATURA_4;PP_PAPEL_5;PP_GRAMATURA_5;PP_PAPEL_INTERNO;PP_GRAMATURA_INTERNO;PP_TIP_PERF_FOL_EXT;PP_TIP_PERF_FOL_2;PP_TIP_PERF_FOL_3;PP_TIP_PERF_FOL_4;PP_TIP_PERF_FOL_5;PP_TIP_PERF_FOL_INT;PP_LARGURA_PEAD;PP_PERMEANCIA
673119;COLMI 78X58 BAG GENERIC;C;COLMI;420;380;X;120;;120;S;N;;;3;SBK;83;PAX;8;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;770;28
673121;COLVA 70x56 TECNOSOF 20KG 9009762 RN8COR;L;COLVA;415;335;X;110;110;110;S;N;;;3;SAK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
673129;COLMI 70x58 TECNOSOFT ACI20KG 9010247RN;L;COLMI;425;335;X;110;110;110;S;N;;;3;SAK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
673130;COLMI 70x58 TECNOFLEX20KG 9010249 RN;L;COLMI;425;335;X;110;110;110;S;N;;;3;SAK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
673145;COLMI 102x74 706235;C;COLMI;560;495;T;140;;140;N;N;;;2;SAK;76;;;;;;;;;SAK;76;;;;;;;;65
673194;COLME 104x74 TERMOPLAST DEXTRIN;L;COLME;585;510;X;115;115;115;S;S;24;2.00;4;SLF;90;SLF;80;PAS;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;CILIN 2 TOT;;;CILIN 2 TOT;1030;50
673325;COLVA  95X62 Super Cal Neve CHI 15kg;C;COLVA;485;465;N;90;;90;N;N;;;2;SAK;70;;;;;;;;;SAK;70;;;;;;;;100
673327;COLVA 109x76 VOTTO CPIV32 50KGDF 3014899;C;COLVA;620;535;N;115;;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;110
673333;COLVA 109x76 VOTTO CPIV32 50KGSDF3014899;C;COLVA;620;535;N;115;;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;110
673451;COLVA 78x54 LIGA ARG 20kg;C;COLVA;405;380;X;100;;100;S;N;;;3;SDK;70;PAX;10;;;;;;;SAK;60;NÃO PERFURAR;NÃO PERFURAR;;;;NANO PERF TOT;770;18
673453;COLVA 78x52 Liga Argamassa 20kg 3014147;L;COLVA;385;380;X;100;100;100;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;60;NÃO PERFURAR;NÃO PERFURAR;;;;NANO PERF TOT;770;18
673629;COLME 119x86 1600000038 V EXT PEAD TST;C;COLME;655;585;D;180;;160;S;N;;;3;SBK;83;PAF;8;;;;;;;SAK;75;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;1180;60
674153;COLMI 78X60 5244 ME BG GEN SURF PREP 50;L;COLMI;430;380;X;120;120;120;S;S;16;1.50;4;SPB;80;SLF;80;SPA;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;NÃO PERFURAR;;;PERF 1 TOT;770;10
674154;COLVA 100X74  Titan Ecoperando Ug;C;COLVA;605;490;N;105;;105;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;100
674379;COLMI 96X70 5209 001 LH BG STA BARB 100;L;COLMI;545;470;X;120;120;120;S;S;16;1.50;4;SPB;80;SLF;80;SPA;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;NÃO PERFURAR;;;PERF 1 TOT;950;10
674855;COLVA 78x50 PSP CINZA 20KG 3014944;L;COLVA;365;380;X;100;100;100;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;60;NÃO PERFURAR;NÃO PERFURAR;;;;NANO PERF TOT;770;18
675087;COLMI 109x75  1273 25K 50 ULTIMATE;C;COLMI;570;535;X;140;;140;S;N;;;3;SPB;80;SLF;91;;;;;;;SLF;91;CILIN 3 TOT;MIC PERF TOTAL;;;;CILIN 3 TOT;;75
675346;COLVA 96x68  608 LOJAC TYPE N;L;COLVA;535;470;X;105;105;105;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;MIC PERF TOTAL;950;45
675464;COLMI 78X60 8170 ME BG 705 DUSTLES GRAY;C;COLMI;430;380;X;120;;120;S;S;16;1.50;4;PBI;80;SLF;80;SPA;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;NÃO PERFURAR;;;PERF 1 TOT;770;10
675500;COLVA 78x51  PSP CINZA 20KG;C;COLVA;380;380;X;95;;95;S;N;;;3;SDK;70;PAX;10;;;;;;;SAK;60;NÃO PERFURAR;NÃO PERFURAR;;;;NANO PERF TOT;770;12
675587;COLVA 107x77 CPIIZ32 50kg Ver Reensaque;C;COLVA;620;525;N;115;;115;S;S;68;1.00;3;SAK;70;SAK;70;;;;;;;SAK;70;NANO PERF TOT;NANO PERF TOT;;;;NANO PERF TOT;;100
675836;COLVA 80x58 ADHEFIX 25KG;L;COLVA;430;390;X;105;105;105;S;S;72;1.00;3;SBK;73;PAX;8;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;40
675837;COLVA 80x58 PROBLOCK 25KG;L;COLVA;430;390;X;105;105;105;S;S;72;1.00;3;SBK;73;PAX;8;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;40
676105;COLMI 76x58  2841 04 GARDEN LIME;L;COLMI;445;370;C;90;90;90;S;S;44;1.50;2;SBK;83;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;80
676398;COLME 102x75 K30122 PLAIN;C;COLME;570;500;C;145;;145;N;N;;;3;SLF;81;SLF;81;;;;;;;SLF;81;;;;;;;;42
676403;COLME 102x75 K36020 BLUE BATTER;C;COLME;570;500;C;145;;145;N;N;;;3;SLF;81;SLF;81;;;;;;;SLF;81;;;;;;;;42
676596;COLMI 87X65 80077728 AG Dolomita;C;COLMI;520;420;X;90;;90;N;N;;;2;SBK;83;;;;;;;;;SAK;70;;;;;;;;50
676617;COLMI 87x64 80183100 GREEN 50LBS;C;COLMI;515;420;N;90;;90;N;N;;;2;SAK;85;;;;;;;;;SAK;75;;;;;;;;60
676624;COLMI 78x59  80219303 RED 50LBS;C;COLMI;465;380;N;90;;90;S;N;;;2;SAK;85;;;;;;;;;SAK;75;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;65
676629;COLMI 96x71 80219304 BLACK 50LBS;C;COLMI;585;470;N;90;;90;N;N;;;2;SAK;85;;;;;;;;;SAK;75;;;;;;;;75
676652;COLMI 82x60 2841 05 SPORTS LIME;L;COLMI;470;395;C;90;90;90;S;S;44;1.50;2;SBK;83;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;80
676674;COLMI 78X60 8224 710 DUSTLESS PREM GRAY;C;COLMI;430;380;X;120;;120;S;S;16;1.50;4;PBI;80;SLF;80;SPA;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;NÃO PERFURAR;;;PERF 1 TOT;770;10
676675;COLMI 78X60 8227 720 DUSTLESS LHT WHITE;L;COLMI;430;380;X;120;120;120;S;S;16;1.50;4;SPB;80;SLF;80;SPA;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;NÃO PERFURAR;;;PERF 1 TOT;770;10
676679;COLMI 78X60 8225 710 DUSTLES PREM WHITE;C;COLMI;430;380;X;120;;120;S;S;16;1.50;4;PBI;80;SLF;80;SPA;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;NÃO PERFURAR;;;PERF 1 TOT;770;10
676729;COLMI 78X60 8226 720 DUSTLESS LHT GRAY;L;COLMI;430;380;X;120;120;120;S;S;16;1.50;4;SPB;80;SLF;80;SPA;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;NÃO PERFURAR;;;PERF 1 TOT;770;10
676774;COLVA  70x58  ACIII COD 61889;C;COLVA;430;340;X;105;;105;S;S;64;1.00;2;SAK;75;;;;;;;;;SAK;75;NÃO PERFURAR;;;;;MIC PERF TOTAL;;45
676872;COLVA 106X75 ESTR XPII IF 40 EXPORTACIÓN;C;COLVA;610;520;N;115;;115;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;110
676880;COLMI 85x62 2942-01K CONCRETE 80LB;L;COLMI;470;415;X;105;105;105;S;S;24;1.00;2;SBK;83;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;85
676889;COLMI 85x62 2942-02K HANDY ANDY 80LB;L;COLMI;470;415;X;105;105;105;S;S;24;1.00;2;SAK;85;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;75
678001;COLVA 109x78 VOTTO CPIV32 50KG TESTE;C;COLVA;645;535;N;110;;110;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;90
678126;COLVA 87x64 95460871 80 AMX500 MOR TY S;C;COLVA;475;425;X;115;;115;S;N;;;2;SBK;90;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
678142;COLME 104X80 2454 02K VEL 12X BATORY;C;COLME;625;510;X;140;;140;S;S;12;1.50;2;SBK;83;;;;;;;;;SHN;106;NÃO PERFURAR;;;;;MIC PERF TOTAL;;50
678365;COLMI 125x89 CODE 3004;L;COLMI;650;610;C;205;205;150;S;S;60;1.50;2;SBK;83;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;140
678478;COLVA 70x55 ARG COLANTE ACII 20KG;C;COLVA;405;340;X;110;;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;690;18
678481;COLVA 70x55 ARG COLANTE ACI 20KG;C;COLVA;405;340;X;110;;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;690;18
678482;COLVA 70x55 CHAPISCO COLANTE 20KG;L;COLVA;405;340;X;110;110;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;690;18
678498;COLVA 70x55 Porcelanato 20kg;C;COLVA;405;340;X;110;;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;690;18
678643;COLVA 70x55 ARG COLANTE ACIII 20KG;C;COLVA;405;340;X;110;;110;S;N;;;3;SDK;70;PAX;10;;;;;;;SAK;70;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;690;18
678748;COLVA100X74 TIT ECOP UG 42,5KG PELOTA B;C;COLVA;605;490;N;105;;105;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;100
678751;COLVA100X74 TIT ECOP UG 42,5KG PELOTA A;C;COLVA;605;490;N;105;;105;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;100
679042;COLVA 76x51 PSP BRANCA 20KG 3015520;L;COLVA;375;370;X;100;100;100;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;60;NÃO PERFURAR;NÃO PERFURAR;;;;NANO PERF TOT;750;18
679228;COLME 76x60 BLASTITE  BAG;C;COLME;430;370;X;130;;130;N;N;;;2;SBK;83;;;;;;;;;SAK;90;;;;;;;;58
679477;COLVA 108x77 HOLCIM APASCO 50KG MP;C;COLVA;610;530;X;125;;125;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;45
679482;COLVA 108x77 HOLCIM APASCO 50KG OZ;C;COLVA;610;530;X;125;;125;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;100
679483;COLVA108x77 HOLCIM APASCO 50KG AC;C;COLVA;610;530;X;125;;125;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;45
679498;COLVA 104x77 HOLCIM APASCO 50KG TC;C;COLVA;600;510;X;125;;125;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;100
679539;COLMI 111x80 R1166 FENDOLITE MII COMMERC;L;COLMI;610;545;C;155;155;155;S;S;56;2.00;4;SLF;80;SLF;80;PAF;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;NÃO PERFURAR;;;CILIN 2 TOT;1100;25
679628;COLMI 114x83 CODE 1012 ICEBERG;L;COLMI;660;555;C;127;127;110;S;S;40;1.50;2;SBK;83;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;160
679839;COLVA 70x55 PISO PISO 20KG;L;COLVA;405;340;X;110;110;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;690;18
680118;COLVA 109x77 VOTESCPIIE40 50KGDFA3014680;L;COLVA;635;535;N;110;110;110;S;N;;;2;SAK;85;;;;;;;;;SAK;75;NÃO PERFURAR;;;;;NANO PERF TOT;;100
680162;COLVA 78x56 110160 WX 60LB CONCRETE;L;COLVA;410;380;X;115;115;115;S;N;;;2;SPG;80;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;45
680165;COLVA 83,5x62 110180 WX 80LB CONCRETE;L;COLVA;470;407;X;115;115;115;S;N;;;2;SPG;80;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;80
680167;COLVA 74x58  100450 WX 50LB CONCRETE;L;COLVA;415;355;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;90;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;720;28
680301;COLME 100X74 ZINC OXID 20KG S IMP TST;C;COLME;575;485;T;130;130;130;S;N;;;3;SBK;90;SPA;8;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;980;55
680592;COLVA107x75 VOTES CPIIZ40 50KG 3014462;C;COLVA;610;525;N;115;;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;110
680884;COLMI 130x92 MK 10 HB;L;COLMI;675;635;C;200;200;200;S;S;64;3.00;2;SLF;90;;;;;;;;;SLF;90;MIC PERF TOTAL;;;;;CILIN 3 TOT;;155
680978;COLVA109x78 VOTESCPIIE40 50kg DF 3014578;C;COLVA;645;535;N;110;;110;S;N;;;2;SAK;85;;;;;;;;;SCK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;100
681057;COLMI 100X73 CHIII 20KG 80237301;L;COLMI;600;490;N;95;95;95;S;N;;;2;SAK;70;;;;;;;;;SAK;70;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;90
681216;COLME 111x87 TB 374;C;COLME;675;545;X;160;;140;S;N;;;3;SAK;85;PAF;8;;;;;;;SAK;75;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;1100;15
681228;COLVA  70x58  ACII COD 61594;C;COLVA;430;340;X;105;;105;S;S;64;1.00;2;SAK;75;;;;;;;;;SAK;75;NÃO PERFURAR;;;;;MIC PERF TOTAL;;45
681369;COLMI 74x56 POR INT CZA20KG9009827RN V2;C;COLMI;415;355;X;110;;110;S;N;;;3;SDK;70;PAX;10;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;720;20
681384;COLMI 70x62 FLEX ACIII 20KG 9009886RV1;C;COLMI;465;335;X;110;;110;S;N;;;3;SDK;70;PAX;10;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
681385;COLVA 70x56 CIM EXT 20KG 9009814 RN V2;C;COLVA;415;335;X;110;;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
681402;COLVA 70x56 CIM INT 9009808 20KG RNV2;C;COLVA;415;335;X;110;;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
681405;COLMI 70x60 CIM FLEX 20KG 9009822 RN V2;C;COLMI;455;335;X;110;;110;S;N;;;3;SDK;70;PAX;10;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
681407;COLMI 70x58 SUPER EXT20KG 9010309 RV1;C;COLMI;425;335;X;110;;110;S;N;;;3;SDK;70;PAX;10;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
681446;COLVA 76x49 ACIII BCA 20KG S IMP TST;C;COLVA;370;365;D;95;;95;N;N;;;2;SPD;80;;;;;;;;;RFV;91;;;;;;;740;15
681462;COLMI 78X62 8170 MEBG 705 DUSTLESS GRAY;C;COLMI;460;380;X;120;;120;S;N;;;4;SBK;73;SAK;60;PAX;10;;;;;SAK;60;NANO PERF TOT;CILIN 1 TOT;NÃO PERFURAR;;;CILIN 1 TOT;770;18
681464;COLMI 78X62 8227 720 DUSTLESS LHT WHITE;C;COLMI;460;380;X;120;;120;S;N;;;4;SBK;73;SAK;60;PAX;10;;;;;SAK;60;NANO PERF TOT;CILIN 1 TOT;NÃO PERFURAR;;;CILIN 1 TOT;770;18
681465;COLMI 78X62 8226 720 DUSTLESS LHT GRAY;C;COLMI;460;380;X;120;;120;S;N;;;4;SBK;73;SAK;60;PAX;10;;;;;SAK;60;NANO PERF TOT;CILIN 1 TOT;NÃO PERFURAR;;;CILIN 1 TOT;770;18
681783;COLMI 70x58 CIM INT 20KG 9009810R V3;C;COLMI;425;335;X;110;;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
682061;COLMI 78X62 5029 735 PREMIUM FLEX WHITE;L;COLMI;460;380;X;120;120;120;S;N;;;4;SBK;73;SAK;60;PAX;10;;;;;SAK;60;NANO PERF TOT;CILIN 1 TOT;NÃO PERFURAR;;;CILIN 1 TOT;770;18
682231;COLVA 80x58 CASTRO IMPERM 25KG;L;COLVA;430;390;X;105;105;105;S;S;72;1.00;3;SBK;73;PAX;8;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;40
682332;COLMI 78X60 8225 710 DUSTLESS PRM WHITE;C;COLMI;430;380;X;120;;120;S;S;16;1.50;4;PBI;80;SLF;80;SPA;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;NÃO PERFURAR;;;PERF 1 TOT;770;10
682354;COLMI 78X60 8227 720 DUSTLESS WHITE;L;COLMI;430;380;X;120;120;120;S;S;16;1.50;4;SPB;80;SLF;80;SPA;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;NÃO PERFURAR;;;PERF 1 TOT;770;10
682360;COLVA 76x50  CONCRETO FACIL 20KG;L;COLVA;355;370;X;110;110;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;750;18
682484;COLMI 70x62 FLOOR FINRAD PAS40 TST;C;COLMI;485;340;D;110;;110;S;N;;;3;SAK;70;PAS;40;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;690;20
682655;COLMI  95X69 80194928 THERMO GEL;C;COLMI;535;460;X;120;;120;S;S;40;1.00;3;SAK;85;SPA;10;;;;;;;SAK;75;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;930;30
682695;COLMI  102x75 80194922 IGS;C;COLMI;600;495;X;115;;105;S;S;32;1.00;3;SAK;85;PAX;8;;;;;;;SAK;75;CILIN 1 TOT;NÃO PERFURAR;;;;MIC PERF TOTAL;1000;50
682720;COLMI 74x56 CIM FLEX 20KG 9009819 R V2;C;COLMI;415;355;X;110;;110;S;N;;;3;SDK;70;PAX;10;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;720;20
682738;COLMI 74x56 CIM FLEX 20KG 9009819 R V1;L;COLMI;415;355;X;110;110;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;720;20
682868;COLVA 96x74 95460504 SKT POR I II 94LBS;C;COLVA;585;470;X;115;115;115;S;N;;;3;SAK;85;PAF;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;950;40
682990;COLMI 76x60 GRAUTE40 9010281N V1;L;COLMI;455;365;X;110;110;110;S;N;;;3;SDK;80;PAX;8;;;;;;;SAK;120;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;740;20
683065;COLMI 70x60 ANTIU QTZ 20kg 9009917R V2;C;COLMI;455;335;X;110;;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
683210;COLMI 78X62 6724 PU BG POLYBOND;L;COLMI;460;380;X;120;120;120;S;S;16;1.50;4;SPB;80;SLF;80;SPA;10;;;;;SLF;80;CILIN 2 TOT;CILIN 2 TOT;NÃO PERFURAR;;;PERF 1 TOT;770;10
683217;COLMI 70x56 POR INT CZA 20KG 9009824R V2;C;COLMI;415;335;X;110;;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
683343;COLMI 70x60 CAM GROQTZ20KG 9009918R V2;L;COLMI;455;335;X;110;110;110;S;N;;;3;SBK;73;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
683347;COLVA 70x56 VARAN QUIN 20KG 9009986 RV1;L;COLVA;415;335;X;110;110;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
683484;COLMI 76X60 MN 0514 050;L;COLMI;430;370;X;120;120;120;N;N;;;4;SPB;80;SLF;90;PAS;10;;;;;SLF;90;;;;;;;750;8
683502;COLMI 102X73 AMSTAR HS MASORY 80 LB;C;COLMI;580;500;X;110;;110;S;N;;;3;BKI;83;PAX;8;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;1010;40
683592;COLVA 100X74  YAQUE ECOPERANDO 42,5;C;COLVA;605;490;N;105;;105;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;100
683809;COLME 104x76 DEXTRINA CADEX E094;C;COLME;595;510;D;140;;140;N;N;;;3;SAK;71;PAS;8;;;;;;;SAK;71;;;;;;;1030;40
683906;COLVA 78x54 LIGA ARG 20KG 3014385;L;COLVA;405;380;X;100;100;100;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;60;NÃO PERFURAR;NÃO PERFURAR;;;;NANO PERF TOT;770;18
683951;COLVA 98x72 USO Z COST 42,5 KG MUNDIAL;C;COLVA;580;480;X;105;;105;S;N;;;3;SAK;85;PAX;8;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;970;40
683961;COLVA 72x65 GRIS INTERI AQP 510001335;C;COLVA;500;345;X;110;;110;S;N;;;3;SBK;83;SPC;10;;;;;;;SAK;90;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;700;14
683963;COLVA 72x65 BLAN EXTR AQP 510001339;C;COLVA;500;345;X;110;;110;S;N;;;3;SBK;83;SPC;10;;;;;;;SAK;90;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;700;14
683966;COLVA 70x64 GRIS INTERI 510001334;C;COLVA;485;340;X;105;;105;S;N;;;3;SBK;83;SPC;10;;;;;;;SAK;90;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;690;14
683969;COLVA 70x64 EXTRAFUERTE 510001332;C;COLVA;485;340;X;105;;105;S;N;;;3;SBK;83;SPC;10;;;;;;;SAK;90;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;690;14
683977;COLME 100x77 332858 BAYFERROX 50LB;L;COLME;565;490;C;170;170;170;S;N;;;2;SAK;75;;;;;;;;;SAK;75;NÃO PERFURAR;;;;;MIC PERF TOTAL;;75
684022;COLMI 78X64 80077727 DOLO WHITE POOL;C;COLMI;460;380;X;135;;135;N;N;;;2;SAK;85;;;;;;;;;SAK;70;;;;;;;;50
684076;COLMI 78X65 80077730 D 220;C;COLMI;520;380;X;90;;90;N;N;;;2;SAK;85;;;;;;;;;SAK;70;;;;;;;;43
684095;COLVA 78X50 ACIII CINZA 20KG 3012365;L;COLVA;365;380;X;100;100;100;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;60;NÃO PERFURAR;NÃO PERFURAR;;;;NANO PERF TOT;770;18
684279;COLME 100x77 56268344 50LB GERERIC BROWN;L;COLME;565;490;C;170;170;170;S;N;;;2;SAK;75;;;;;;;;;SAK;75;NÃO PERFURAR;;;;;MIC PERF TOTAL;;75
684559;COLMI 70x56 PIPIEXT BCO20KG 9010284RNV1;L;COLMI;415;335;X;110;110;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
684651;COLMI 70x58 CIM EXT 20KG 9009946RN V2;C;COLMI;425;335;X;110;;110;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;70;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;680;20
684702;COLMI 130x92 MK 6GF;L;COLMI;675;635;C;200;200;200;S;S;64;3.00;2;SLF;90;;;;;;;;;SLF;90;MIC PERF TOTAL;;;;;CILIN 3 TOT;;150
684769;COLMI 111x80 2789 03 PVC RESIN BLUE 25KG;C;COLMI;612;545;C;140;140;140;N;N;;;2;SAK;70;;;;;;;;;SAK;70;;;;;;;;77
684770;COLMI109x78 2789 01PVC RESIN GREEN 25KG;C;COLMI;597;535;C;140;140;140;N;N;;;2;SAK;70;;;;;;;;;SAK;70;;;;;;;;80
684789;COLMI 114x82 2789 02PVC RESIN ORAN 25KG;C;COLMI;637;560;C;140;;140;N;N;;;2;SAK;70;;;;;;;;;SAK;70;;;;;;;;85
684799;COLMI 111x80 2789 03 PVC RESIN BLUE 25KG;C;COLMI;612;545;C;140;;140;N;N;;;2;SAK;70;;;;;;;;;SAK;70;;;;;;;;77
